Sport,Date,Time,Season,ToG,HomeTeam,AwayTeam,FTHG,FTAG,W,OVER/UNDER,AH,TG,Draw,DHS,DAS,1qHS,1qAS,1qR,MH,MA,PH,PA,B365H,B365A
Basket,26/02/2015,03:30,2014/2015,Regular,Portland Trail Blazers,San Antonio Spurs,111,95,H,U,16,206,,,,32,16,H,1.67,2.38,1.66,2.37,1.64,2.35
Basket,26/02/2015,03:00,2014/2015,Regular,Sacramento Kings,Memphis Grizzlies,102,90,H,U,12,192,,,,32,25,H,3.5,1.34,3.64,1.33,3.45,1.32
Basket,26/02/2015,02:00,2014/2015,Regular,Denver Nuggets,Phoenix Suns,96,110,A,U,14,206,,,,26,35,A,2.84,1.49,2.81,1.5,2.75,1.47
Basket,26/02/2015,02:00,2014/2015,Regular,Utah Jazz,Los Angeles Lakers,97,100,A,U,3,197,,,,29,21,H,1.19,5.6,1.19,5.42,1.2,4.75
Basket,26/02/2015,01:00,2014/2015,Regular,Chicago Bulls,Charlotte Hornets,86,98,A,U,12,184,,,,20,20,D,1.26,3.9,1.36,3.48,1.3,3.65
Basket,26/02/2015,01:00,2014/2015,Regular,Houston Rockets,Los Angeles Clippers,110,105,H,U,5,215,,,,27,26,H,1.72,2.32,1.65,2.4,1.58,2.5
Basket,26/02/2015,01:00,2014/2015,Regular,Milwaukee Bucks,Philadelphia 76ers,104,88,H,U,16,192,,,,29,12,H,1.15,6.4,1.17,5.98,1.16,5.5
Basket,26/02/2015,01:00,2014/2015,Regular,Minnesota Timberwolves,Washington Wizards,97,77,H,U,20,174,,,,11,20,A,,,1.85,2.07,1.74,2.15
Basket,#VALORE!,01:00,2014/2015,Regular,New Orleans Pelicans,Brooklyn Nets,102,96,H,U,6,198,,,,27,21,H,2.23,1.74,2.29,1.7,2.35,1.64
Basket,26/02/2015,00:30,2014/2015,Regular,Atlanta Hawks,Dallas Mavericks,104,87,H,U,17,191,,,,22,34,A,1.38,3.36,1.38,3.35,1.36,3.25
Basket,26/02/2015,00:30,2014/2015,Regular,Boston Celtics,New York Knicks,115,94,H,U,21,209,,,,23,25,A,,,1.11,8.36,1.1,7.25
Basket,26/02/2015,00:00,2014/2015,Regular,Orlando Magic,Miami Heat,90,93,A,U,3,183,OT,85,85,17,17,D,2.28,1.71,2.29,1.7,2.35,1.64
Basket,25/02/2015,01:30,2014/2015,Regular,Dallas Mavericks,Toronto Raptors,99,92,H,U,7,191,,,,25,29,A,1.56,2.47,1.56,2.62,1.55,2.6
Basket,25/02/2015,01:00,2014/2015,Regular,Oklahoma City Thunder,Indiana Pacers,105,92,H,U,13,197,,,,30,20,H,1.34,3.34,1.35,3.52,1.32,3.45
Basket,25/02/2015,00:30,2014/2015,Regular,Detroit Pistons,Cleveland Cavaliers,93,102,A,U,9,195,,,,27,30,A,3.16,1.37,3.35,1.38,3.25,1.36
Basket,25/02/2015,00:00,2014/2015,Regular,Washington Wizards,Golden State Warriors,107,114,A,O,7,221,,,,28,30,A,2.64,1.57,2.61,1.56,2.67,1.52
Basket,24/02/2015,03:30,2014/2015,Regular,Los Angeles Clippers,Memphis Grizzlies,87,90,A,U,3,177,,,,22,21,H,,,1.64,2.41,1.58,2.5
Basket,24/02/2015,02:00,2014/2015,Regular,Denver Nuggets,Brooklyn Nets,82,110,A,U,28,192,,,,23,26,A,2.04,1.79,2.25,1.72,2.15,1.74
Basket,24/02/2015,02:00,2014/2015,Regular,Phoenix Suns,Boston Celtics,110,115,A,O,5,225,,,,21,26,A,1.29,3.74,1.31,3.85,1.29,3.7
Basket,24/02/2015,02:00,2014/2015,Regular,Utah Jazz,San Antonio Spurs,90,81,H,U,9,171,,,,28,22,H,2.86,1.5,2.95,1.46,2.9,1.43
Basket,24/02/2015,01:00,2014/2015,Regular,Chicago Bulls,Milwaukee Bucks,87,71,H,U,16,158,,,,21,15,H,1.3,3.82,1.31,3.85,1.29,3.7
Basket,24/02/2015,01:00,2014/2015,Regular,Houston Rockets,Minnesota Timberwolves,113,102,H,U,11,215,,,,26,25,H,1.2,5.6,1.21,5,1.22,4.5
Basket,24/02/2015,01:00,2014/2015,Regular,New Orleans Pelicans,Toronto Raptors,100,97,H,U,3,197,,,,17,28,A,3.44,1.35,3.56,1.34,3.5,1.32
Basket,24/02/2015,00:30,2014/2015,Regular,Miami Heat,Philadelphia 76ers,119,108,H,O,11,227,,,,32,31,H,1.17,6.6,1.17,5.8,1.16,5.5
Basket,23/02/2015,02:30,2014/2015,Regular,Los Angeles Lakers,Boston Celtics,118,111,H,O,7,229,OT,106,106,26,32,A,,,2.18,1.77,2.15,1.74
Basket,23/02/2015,02:00,2014/2015,Regular,Portland Trail Blazers,Memphis Grizzlies,92,98,A,U,6,190,,,,21,19,H,1.59,2.4,1.58,2.54,1.58,2.5
Basket,23/02/2015,00:30,2014/2015,Regular,Dallas Mavericks,Charlotte Hornets,92,81,H,U,11,173,,,,28,16,H,1.13,4.75,1.17,5.8,1.16,5.5
Basket,23/02/2015,00:00,2014/2015,Regular,Oklahoma City Thunder,Denver Nuggets,119,94,H,U,25,213,,,,36,18,H,1.17,5.7,1.17,5.8,1.15,5.75
Basket,22/02/2015,23:00,2014/2015,Regular,Indiana Pacers,Golden State Warriors,104,98,H,U,6,202,,,,26,38,A,3.3,1.35,3.39,1.37,3.3,1.35
Basket,22/02/2015,23:00,2014/2015,Regular,Orlando Magic,Philadelphia 76ers,103,98,H,U,5,201,,,,29,23,H,1.27,4.15,1.27,4.18,1.26,4
Basket,22/02/2015,20:30,2014/2015,Regular,Detroit Pistons,Washington Wizards,106,89,H,U,17,195,,,,27,22,H,1.96,1.85,2.02,1.88,2,1.83
Basket,22/02/2015,20:30,2014/2015,Regular,Milwaukee Bucks,Atlanta Hawks,86,97,A,U,11,183,,,,13,22,A,2.51,1.54,2.66,1.54,2.6,1.55
Basket,22/02/2015,18:00,2014/2015,Regular,New York Knicks,Cleveland Cavaliers,83,101,A,U,18,184,,,,17,36,A,18.5,1.04,19,1.03,10,1.06
Basket,22/02/2015,03:00,2014/2015,Regular,Los Angeles Clippers,Sacramento Kings,126,99,H,O,27,225,,,,24,29,A,1.2,5.6,1.19,5.42,1.18,5.25
Basket,22/02/2015,01:00,2014/2015,Regular,Chicago Bulls,Phoenix Suns,112,107,H,O,5,219,,,,33,28,H,1.25,4.6,1.25,4.5,1.23,4.25
Basket,22/02/2015,01:00,2014/2015,Regular,Houston Rockets,Toronto Raptors,98,76,H,U,22,174,,,,20,18,H,1.59,2.12,1.69,2.3,1.68,2.25
Basket,22/02/2015,00:30,2014/2015,Regular,Miami Heat,New Orleans Pelicans,91,105,A,U,14,196,,,,14,25,A,1.89,2.07,1.87,2.04,1.8,2.05
Basket,22/02/2015,00:00,2014/2015,Regular,Charlotte Hornets,Oklahoma City Thunder,103,110,A,U,7,213,,,,30,28,H,3.22,1.42,3.1,1.43,3,1.41
Basket,21/02/2015,03:30,2014/2015,Regular,Golden State Warriors,San Antonio Spurs,110,99,H,U,11,209,,,,27,29,A,1.34,3.14,1.34,3.56,1.31,3.6
Basket,21/02/2015,03:30,2014/2015,Regular,Los Angeles Lakers,Brooklyn Nets,105,114,A,O,9,219,,,,32,34,A,2.35,1.61,2.42,1.64,2.35,1.64
Basket,21/02/2015,03:00,2014/2015,Regular,Sacramento Kings,Boston Celtics,109,101,H,U,8,210,,,,28,27,H,,,1.64,2.41,1.58,2.5
Basket,21/02/2015,02:00,2014/2015,Regular,Utah Jazz,Portland Trail Blazers,92,76,H,U,16,168,,,,18,24,A,2.75,1.47,2.93,1.47,3,1.41
Basket,21/02/2015,01:30,2014/2015,Regular,Dallas Mavericks,Houston Rockets,111,100,H,U,11,211,,,,24,20,H,1.72,2.14,1.81,2.11,1.74,2.15
Basket,21/02/2015,01:30,2014/2015,Regular,Milwaukee Bucks,Denver Nuggets,89,81,H,U,8,170,,,,19,21,A,1.25,3.34,1.31,3.81,1.29,3.7
Basket,21/02/2015,01:00,2014/2015,Regular,Minnesota Timberwolves,Phoenix Suns,111,109,H,O,2,220,,,,26,24,H,1.69,2.18,1.74,2.23,1.71,2.2
Basket,21/02/2015,01:00,2014/2015,Regular,Washington Wizards,Cleveland Cavaliers,89,127,A,O,38,216,,,,26,35,A,2.29,1.64,2.37,1.66,2.35,1.64
Basket,21/02/2015,00:30,2014/2015,Regular,Atlanta Hawks,Toronto Raptors,80,105,A,U,25,185,,,,26,26,D,1.49,2.69,1.51,2.75,1.45,2.8
Basket,21/02/2015,00:30,2014/2015,Regular,Detroit Pistons,Chicago Bulls,100,91,H,U,9,191,,,,22,23,A,3.08,1.39,3.16,1.41,3.2,1.37
Basket,21/02/2015,00:30,2014/2015,Regular,New York Knicks,Miami Heat,87,111,A,U,24,198,,,,26,25,H,,,2.93,1.47,2.9,1.43
Basket,21/02/2015,00:00,2014/2015,Regular,Orlando Magic,New Orleans Pelicans,95,84,H,U,11,179,,,,19,20,A,2.84,1.45,2.95,1.46,3,1.41
Basket,21/02/2015,00:00,2014/2015,Regular,Philadelphia 76ers,Indiana Pacers,95,106,A,U,11,201,,,,16,23,A,3.56,1.28,4.11,1.28,3.7,1.29
Basket,20/02/2015,03:30,2014/2015,Regular,Los Angeles Clippers,San Antonio Spurs,119,115,H,O,4,234,,,,27,24,H,2.15,1.71,2.36,1.67,2.2,1.71
Basket,20/02/2015,01:00,2014/2015,Regular,Oklahoma City Thunder,Dallas Mavericks,104,89,H,U,15,193,,,,25,19,H,1.46,2.79,1.51,2.75,1.41,3
Basket,16/02/2015,01:30,2014/2015,Regular,East,West,158,163,A,O,5,321,,,,36,47,A,2.33,1.71,2.25,1.72,2.2,1.71
Basket,13/02/2015,01:00,2014/2015,Regular,Chicago Bulls,Cleveland Cavaliers,113,98,H,U,15,211,,,,30,26,H,2.02,1.93,2,1.91,2,1.83
Basket,12/02/2015,03:30,2014/2015,Regular,Los Angeles Clippers,Houston Rockets,110,95,H,U,15,205,,,,26,26,D,,,1.61,2.47,1.6,2.45
Basket,12/02/2015,03:00,2014/2015,Regular,Portland Trail Blazers,Los Angeles Lakers,102,86,H,U,16,188,,,,32,24,H,,,1.06,12.25,1.05,11
Basket,12/02/2015,01:30,2014/2015,Regular,Dallas Mavericks,Utah Jazz,87,82,H,U,5,169,,,,22,9,H,,,1.61,2.49,1.6,2.45
Basket,12/02/2015,01:00,2014/2015,Regular,Cleveland Cavaliers,Miami Heat,113,93,H,U,20,206,,,,38,23,H,,,1.12,7.71,1.11,7
Basket,12/02/2015,01:00,2014/2015,Regular,Milwaukee Bucks,Sacramento Kings,111,103,H,U,8,214,,,,29,29,D,,,1.21,4.99,1.2,4.75
Basket,12/02/2015,01:00,2014/2015,Regular,Minnesota Timberwolves,Golden State Warriors,91,94,A,U,3,185,,,,25,28,A,,,4.55,1.24,4.25,1.23
Basket,12/02/2015,01:00,2014/2015,Regular,New Orleans Pelicans,Indiana Pacers,93,106,A,U,13,199,,,,18,32,A,,,1.66,2.37,1.62,2.4
Basket,12/02/2015,01:00,2014/2015,Regular,Oklahoma City Thunder,Memphis Grizzlies,105,89,H,U,16,194,,,,35,26,H,,,1.41,3.19,1.4,3.1
Basket,12/02/2015,00:30,2014/2015,Regular,Boston Celtics,Atlanta Hawks,89,88,H,U,1,177,,,,13,23,A,,,3.75,1.32,2.95,1.42
Basket,12/02/2015,00:30,2014/2015,Regular,Detroit Pistons,San Antonio Spurs,87,104,A,U,17,191,,,,12,20,A,,,3.19,1.41,2.95,1.42
Basket,12/02/2015,00:30,2014/2015,Regular,Toronto Raptors,Washington Wizards,95,93,H,U,2,188,,,,27,25,H,,,1.52,2.73,1.5,2.7
Basket,12/02/2015,00:00,2014/2015,Regular,Orlando Magic,New York Knicks,89,83,H,U,6,172,,,,27,24,H,,,1.51,2.75,1.47,2.75
Basket,11/02/2015,03:30,2014/2015,Regular,Los Angeles Lakers,Denver Nuggets,96,106,A,U,10,202,,,,29,24,H,,,1.75,2.2,1.71,2.2
Basket,11/02/2015,01:00,2014/2015,Regular,Chicago Bulls,Sacramento Kings,104,86,H,U,18,190,,,,30,26,H,,,1.18,5.61,1.16,5.5
Basket,11/02/2015,01:00,2014/2015,Regular,Memphis Grizzlies,Brooklyn Nets,95,86,H,U,9,181,,,,32,15,H,,,1.13,7.38,1.12,6.5
Basket,11/02/2015,01:00,2014/2015,Regular,Phoenix Suns,Houston Rockets,118,127,A,O,9,245,,,,23,41,A,,,1.81,2.11,1.74,2.15
Basket,11/02/2015,00:00,2014/2015,Regular,Charlotte Hornets,Detroit Pistons,78,106,A,U,28,184,,,,27,26,H,,,1.76,2.19,1.71,2.2
Basket,10/02/2015,02:00,2014/2015,Regular,Denver Nuggets,Oklahoma City Thunder,114,124,A,O,10,238,,,,18,38,A,3.46,1.38,3.44,1.36,3.3,1.35
Basket,10/02/2015,01:30,2014/2015,Regular,Dallas Mavericks,Los Angeles Clippers,98,115,A,U,17,213,,,,31,32,A,1.23,5,1.22,4.85,1.22,4.5
Basket,10/02/2015,01:00,2014/2015,Regular,Milwaukee Bucks,Brooklyn Nets,103,97,H,U,6,200,,,,24,30,A,1.52,2.59,1.52,2.73,1.55,2.6
Basket,10/02/2015,01:00,2014/2015,Regular,Minnesota Timberwolves,Atlanta Hawks,105,117,A,O,12,222,,,,30,32,A,3.08,1.45,3.01,1.44,2.95,1.42
Basket,10/02/2015,01:00,2014/2015,Regular,New Orleans Pelicans,Utah Jazz,96,100,A,U,4,196,,,,25,27,A,1.49,2.9,1.47,2.9,1.43,2.9
Basket,10/02/2015,00:30,2014/2015,Regular,Miami Heat,New York Knicks,109,95,H,U,14,204,,,,23,32,A,1.48,2.72,1.53,2.71,1.5,2.7
Basket,10/02/2015,00:00,2014/2015,Regular,Indiana Pacers,San Antonio Spurs,93,95,A,U,2,188,,,,28,30,A,2.57,1.61,2.66,1.54,2.65,1.54
Basket,10/02/2015,00:00,2014/2015,Regular,Philadelphia 76ers,Golden State Warriors,84,89,A,U,5,173,,,,24,20,H,17.5,1.05,15.5,1.04,15,1.03
Basket,10/02/2015,00:00,2014/2015,Regular,Washington Wizards,Orlando Magic,96,80,H,U,16,176,,,,24,16,H,1.21,5.4,1.2,5.23,1.18,5.25
Basket,09/02/2015,02:00,2014/2015,Regular,Sacramento Kings,Phoenix Suns,85,83,H,U,2,168,,,,26,18,H,3.34,1.4,3.22,1.4,3.15,1.38
Basket,09/02/2015,00:00,2014/2015,Regular,Houston Rockets,Portland Trail Blazers,98,109,A,U,11,207,,,,27,26,H,1.53,2.54,1.54,2.66,1.5,2.7
Basket,09/02/2015,00:00,2014/2015,Regular,Toronto Raptors,San Antonio Spurs,87,82,H,U,5,169,,,,28,25,H,2.05,1.78,2.07,1.85,2,1.83
Basket,08/02/2015,23:00,2014/2015,Regular,Charlotte Hornets,Indiana Pacers,102,103,A,U,1,205,,,,32,20,H,,,1.81,2.11,1.74,2.15
Basket,08/02/2015,23:00,2014/2015,Regular,Detroit Pistons,Minnesota Timberwolves,101,112,A,U,11,213,,,,24,32,A,1.33,3.36,1.38,3.35,1.31,3.6
Basket,08/02/2015,23:00,2014/2015,Regular,Memphis Grizzlies,Atlanta Hawks,94,88,H,U,6,182,,,,20,16,H,1.76,2.07,1.81,2.12,1.74,2.15
Basket,08/02/2015,23:00,2014/2015,Regular,Orlando Magic,Chicago Bulls,97,98,A,U,1,195,,,,16,32,A,3,1.38,3.35,1.38,3.3,1.35
Basket,08/02/2015,20:30,2014/2015,Regular,Cleveland Cavaliers,Los Angeles Lakers,120,105,H,O,15,225,,,,32,28,H,1.1,9.4,1.1,8.95,1.05,12.25
Basket,08/02/2015,18:00,2014/2015,Regular,Oklahoma City Thunder,Los Angeles Clippers,131,108,H,O,23,239,,,,28,26,H,1.6,2.36,1.59,2.53,1.58,2.5
Basket,08/02/2015,02:00,2014/2015,Regular,Utah Jazz,Sacramento Kings,102,90,H,U,12,192,,,,25,15,H,1.47,3,1.46,2.94,1.43,2.9
Basket,08/02/2015,01:30,2014/2015,Regular,Dallas Mavericks,Portland Trail Blazers,111,101,H,U,10,212,OT,96,96,24,25,A,1.68,2.2,1.74,2.22,1.68,2.25
Basket,08/02/2015,01:30,2014/2015,Regular,Milwaukee Bucks,Boston Celtics,96,93,H,U,3,189,,,,23,23,D,1.39,2.85,1.41,3.19,1.42,2.95
Basket,08/02/2015,00:30,2014/2015,Regular,New York Knicks,Golden State Warriors,92,106,A,U,14,198,,,,19,32,A,10,1.09,9.27,1.09,9,1.07
Basket,08/02/2015,00:30,2014/2015,Regular,Philadelphia 76ers,Charlotte Hornets,89,81,H,U,8,170,,,,23,24,A,3.74,1.34,3.64,1.33,3.5,1.32
Basket,08/02/2015,00:00,2014/2015,Regular,New Orleans Pelicans,Chicago Bulls,72,107,A,U,35,179,,,,20,18,H,2.05,1.78,2.18,1.77,2.05,1.8
Basket,08/02/2015,00:00,2014/2015,Regular,Washington Wizards,Brooklyn Nets,114,77,H,U,37,191,,,,28,19,H,1.45,3.12,1.43,3.05,1.41,3
Basket,07/02/2015,02:30,2014/2015,Regular,San Antonio Spurs,Miami Heat,98,85,H,U,13,183,,,,30,19,H,1.17,5,1.18,5.74,1.16,5.5
Basket,07/02/2015,02:00,2014/2015,Regular,Phoenix Suns,Utah Jazz,100,93,H,U,7,193,,,,25,24,H,1.5,2.8,1.5,2.8,1.47,2.75
Basket,07/02/2015,01:00,2014/2015,Regular,Houston Rockets,Milwaukee Bucks,117,111,H,O,6,228,,,,36,23,H,1.42,3,1.43,3.1,1.4,3.05
Basket,07/02/2015,01:00,2014/2015,Regular,Minnesota Timberwolves,Memphis Grizzlies,90,89,H,U,1,179,,,,24,23,H,4.1,1.28,4.05,1.29,3.8,1.27
Basket,07/02/2015,01:00,2014/2015,Regular,Oklahoma City Thunder,New Orleans Pelicans,113,116,A,O,3,229,,,,33,29,H,1.55,2.49,1.57,2.58,1.5,2.7
Basket,07/02/2015,00:30,2014/2015,Regular,Atlanta Hawks,Golden State Warriors,124,116,H,O,8,240,,,,21,25,A,2.04,1.79,2.11,1.81,2.1,1.76
Basket,07/02/2015,00:30,2014/2015,Regular,Boston Celtics,Philadelphia 76ers,107,96,H,U,11,203,,,,29,15,H,1.34,3.5,1.35,3.52,1.32,3.45
Basket,07/02/2015,00:30,2014/2015,Regular,Detroit Pistons,Denver Nuggets,98,88,H,U,10,186,,,,28,21,H,1.38,3.2,1.38,3.35,1.36,3.25
Basket,07/02/2015,00:00,2014/2015,Regular,Brooklyn Nets,New York Knicks,92,88,H,U,4,180,,,,29,21,H,,,1.34,3.6,1.32,3.45
Basket,07/02/2015,00:00,2014/2015,Regular,Indiana Pacers,Cleveland Cavaliers,103,99,H,U,4,202,,,,27,31,A,3.32,1.4,3.1,1.43,3.25,1.36
Basket,07/02/2015,00:00,2014/2015,Regular,Orlando Magic,Los Angeles Lakers,103,97,H,U,6,200,OT,91,91,26,23,H,1.64,2.29,1.65,2.4,1.62,2.4
Basket,07/02/2015,00:00,2014/2015,Regular,Toronto Raptors,Los Angeles Clippers,123,107,H,O,16,230,,,,19,34,A,1.72,2.25,1.68,2.33,1.68,2.25
Basket,06/02/2015,03:30,2014/2015,Regular,Portland Trail Blazers,Phoenix Suns,108,87,H,U,21,195,,,,27,15,H,1.51,2.59,1.52,2.73,1.5,2.7
Basket,06/02/2015,03:00,2014/2015,Regular,Sacramento Kings,Dallas Mavericks,78,101,A,U,23,179,,,,23,23,D,2.2,1.7,2.11,1.81,2.1,1.76
Basket,06/02/2015,01:00,2014/2015,Regular,Cleveland Cavaliers,Los Angeles Clippers,105,94,H,U,11,199,,,,30,20,H,,,1.5,2.8,1.47,2.75
Basket,06/02/2015,00:00,2014/2015,Regular,Charlotte Hornets,Washington Wizards,94,87,H,U,7,181,,,,34,30,H,1.83,1.98,1.86,2.05,1.8,2.05
Basket,05/02/2015,03:30,2014/2015,Regular,Golden State Warriors,Dallas Mavericks,128,114,H,O,14,242,,,,25,42,A,1.22,5.1,1.21,5.08,1.19,5
Basket,05/02/2015,02:00,2014/2015,Regular,Utah Jazz,Memphis Grizzlies,90,100,A,U,10,190,,,,23,30,A,3.22,1.4,3.27,1.39,3.15,1.38
Basket,05/02/2015,01:30,2014/2015,Regular,San Antonio Spurs,Orlando Magic,110,103,H,U,7,213,,,,24,25,A,1.11,7.6,1.09,9.27,1.07,9.5
Basket,05/02/2015,01:00,2014/2015,Regular,Houston Rockets,Chicago Bulls,101,90,H,U,11,191,,,,27,27,D,1.72,2.26,1.7,2.29,1.66,2.3
Basket,05/02/2015,01:00,2014/2015,Regular,Milwaukee Bucks,Los Angeles Lakers,113,105,H,O,8,218,OT,94,94,26,24,H,,,1.27,4.22,1.25,4.2
Basket,05/02/2015,01:00,2014/2015,Regular,Minnesota Timberwolves,Miami Heat,102,101,H,U,1,203,,,,27,24,H,1.73,2.13,1.71,2.27,1.68,2.25
Basket,05/02/2015,01:00,2014/2015,Regular,New Orleans Pelicans,Oklahoma City Thunder,91,102,A,U,11,193,,,,29,31,A,1.69,2.35,1.68,2.33,1.66,2.3
Basket,05/02/2015,00:30,2014/2015,Regular,Atlanta Hawks,Washington Wizards,105,96,H,U,9,201,,,,29,18,H,,,1.47,2.9,1.43,2.9
Basket,05/02/2015,00:30,2014/2015,Regular,Boston Celtics,Denver Nuggets,104,100,H,U,4,204,,,,26,29,A,1.72,2.26,1.71,2.27,1.68,2.25
Basket,05/02/2015,00:30,2014/2015,Regular,Toronto Raptors,Brooklyn Nets,93,109,A,U,16,202,,,,28,22,H,1.29,4,1.32,3.77,1.3,3.65
Basket,05/02/2015,00:00,2014/2015,Regular,Indiana Pacers,Detroit Pistons,114,109,H,O,5,223,,,,29,26,H,1.65,2.4,1.66,2.37,1.64,2.35
Basket,04/02/2015,03:00,2014/2015,Regular,Portland Trail Blazers,Utah Jazz,103,102,H,U,1,205,,,,27,23,H,1.22,5.3,1.25,4.46,1.23,4.25
Basket,04/02/2015,03:00,2014/2015,Regular,Sacramento Kings,Golden State Warriors,96,121,A,O,25,217,,,,22,29,A,5.1,1.23,5.16,1.2,4.75,1.2
Basket,04/02/2015,00:30,2014/2015,Regular,Detroit Pistons,Miami Heat,108,91,H,U,17,199,,,,33,12,H,1.59,2.66,1.56,2.59,1.55,2.6
Basket,04/02/2015,00:30,2014/2015,Regular,New York Knicks,Boston Celtics,97,108,A,U,11,205,,,,19,26,A,1.91,2.02,1.88,2.02,1.83,2
Basket,04/02/2015,00:00,2014/2015,Regular,Philadelphia 76ers,Denver Nuggets,105,98,H,U,7,203,,,,34,28,H,,,3.64,1.33,3.6,1.31
Basket,03/02/2015,02:00,2014/2015,Regular,Phoenix Suns,Memphis Grizzlies,101,102,A,U,1,203,,,,23,25,A,2.12,1.74,2.29,1.7,2.3,1.66
Basket,03/02/2015,01:30,2014/2015,Regular,Dallas Mavericks,Minnesota Timberwolves,100,94,H,U,6,194,,,,30,20,H,1.11,6.7,1.12,7.71,1.11,7
Basket,03/02/2015,01:00,2014/2015,Regular,New Orleans Pelicans,Atlanta Hawks,115,100,H,U,15,215,,,,32,22,H,2.57,1.51,2.73,1.52,2.65,1.54
Basket,03/02/2015,01:00,2014/2015,Regular,Oklahoma City Thunder,Orlando Magic,104,97,H,U,7,201,,,,29,22,H,,,1.07,10.75,1.07,9.5
Basket,03/02/2015,00:30,2014/2015,Regular,Brooklyn Nets,Los Angeles Clippers,102,100,H,U,2,202,,,,22,22,D,4.5,1.2,4.8,1.23,4.75,1.2
Basket,03/02/2015,00:30,2014/2015,Regular,Toronto Raptors,Milwaukee Bucks,75,82,A,U,7,157,,,,14,23,A,1.32,3.52,1.39,3.27,1.38,3.15
Basket,03/02/2015,00:00,2014/2015,Regular,Cleveland Cavaliers,Philadelphia 76ers,97,84,H,U,13,181,,,,24,15,H,1.05,17,1.03,17.5,1.02,16.5
Basket,03/02/2015,00:00,2014/2015,Regular,Washington Wizards,Charlotte Hornets,88,92,A,U,4,180,,,,24,28,A,1.3,3.54,1.32,3.73,1.31,3.6
Basket,01/02/2015,19:00,2014/2015,Regular,New York Knicks,Los Angeles Lakers,92,80,H,U,12,172,,,,32,19,H,1.65,2.26,1.68,2.34,1.64,2.35
Basket,01/02/2015,18:00,2014/2015,Regular,Boston Celtics,Miami Heat,75,83,A,U,8,158,,,,15,25,A,1.6,2.37,1.63,2.44,1.62,2.4
Basket,01/02/2015,03:30,2014/2015,Regular,Golden State Warriors,Phoenix Suns,106,87,H,U,19,193,,,,23,28,A,1.19,5.7,1.18,5.56,1.18,5.25
Basket,01/02/2015,02:00,2014/2015,Regular,Denver Nuggets,Charlotte Hornets,86,104,A,U,18,190,,,,15,30,A,1.39,3.25,1.39,3.27,1.4,3.1
Basket,01/02/2015,02:00,2014/2015,Regular,San Antonio Spurs,Los Angeles Clippers,85,105,A,U,20,190,,,,25,29,A,1.47,2.97,1.47,2.93,1.44,2.85
Basket,01/02/2015,01:30,2014/2015,Regular,Milwaukee Bucks,Portland Trail Blazers,95,88,H,U,7,183,,,,27,15,H,2.03,1.79,2.1,1.83,2.1,1.76
Basket,01/02/2015,01:00,2014/2015,Regular,Memphis Grizzlies,Oklahoma City Thunder,85,74,H,U,11,159,,,,25,20,H,1.36,3.54,1.36,3.48,1.32,3.45
Basket,01/02/2015,01:00,2014/2015,Regular,Minnesota Timberwolves,Cleveland Cavaliers,90,106,A,U,16,196,,,,21,30,A,6,1.18,5.8,1.17,5.5,1.16
Basket,01/02/2015,00:30,2014/2015,Regular,Atlanta Hawks,Philadelphia 76ers,91,85,H,U,6,176,,,,22,10,H,1.03,23,1.02,25,1.01,18
Basket,01/02/2015,00:30,2014/2015,Regular,Detroit Pistons,Houston Rockets,114,101,H,U,13,215,,,,32,27,H,2.69,1.48,2.73,1.52,2.7,1.5
Basket,01/02/2015,00:00,2014/2015,Regular,Indiana Pacers,Sacramento Kings,94,99,A,U,5,193,,,,21,34,A,1.51,2.86,1.48,2.88,1.45,2.8
Basket,01/02/2015,00:00,2014/2015,Regular,Orlando Magic,Dallas Mavericks,93,108,A,U,15,201,,,,17,34,A,3.96,1.29,4,1.29,3.8,1.27
Basket,01/02/2015,00:00,2014/2015,Regular,Washington Wizards,Toronto Raptors,116,120,A,O,4,236,OT,109,109,30,33,A,1.56,2.57,1.56,2.59,1.57,2.55
Basket,31/01/2015,03:30,2014/2015,Regular,Phoenix Suns,Chicago Bulls,99,93,H,U,6,192,,,,26,23,H,1.43,2.84,1.46,2.95,1.43,2.9
Basket,31/01/2015,02:00,2014/2015,Regular,Utah Jazz,Golden State Warriors,110,100,H,U,10,210,,,,23,19,H,5.3,1.21,5.27,1.2,5.25,1.18
Basket,31/01/2015,01:00,2014/2015,Regular,Miami Heat,Dallas Mavericks,72,93,A,U,21,165,,,,15,13,H,,,4.8,1.23,4.5,1.22
Basket,31/01/2015,01:00,2014/2015,Regular,New Orleans Pelicans,Los Angeles Clippers,108,103,H,U,5,211,,,,28,26,H,2.97,1.4,3.09,1.43,3.1,1.4
Basket,31/01/2015,00:30,2014/2015,Regular,Atlanta Hawks,Portland Trail Blazers,105,99,H,U,6,204,,,,27,29,A,1.37,3.52,1.33,3.69,1.32,3.5
Basket,31/01/2015,00:30,2014/2015,Regular,Boston Celtics,Houston Rockets,87,93,A,U,6,180,,,,21,29,A,3.52,1.35,3.6,1.34,3.5,1.32
Basket,31/01/2015,00:30,2014/2015,Regular,Brooklyn Nets,Toronto Raptors,122,127,A,O,5,249,OT,113,113,23,29,A,4,1.31,3.85,1.31,3.7,1.29
Basket,31/01/2015,00:30,2014/2015,Regular,Cleveland Cavaliers,Sacramento Kings,101,90,H,U,11,191,,,,30,20,H,1.27,3.76,1.3,3.95,1.28,3.75
