Sport,Date,Time,Season,ToG,HomeTeam,AwayTeam,FTHG,FTAG,W,OVER/UNDER,AH,TG,Draw,DHS,DAS,1qHS,1qAS,1qR,MH,MA,PH,PA,B365H,B365A
Basket,31/05/2019,01:00,2018/2019,Play Offs,Toronto Raptors,Golden State Warriors,118,109,H,O,9,227,,,,25,21,H,2.04,1.88,2.03,1.88,1.95,1.86
Basket,26/05/2019,00:30,2018/2019,Play Offs,Toronto Raptors,Milwaukee Bucks,100,94,H,U,6,194,,,,18,31,A,1.65,2.12,1.79,2.14,1.71,2.2
Basket,24/05/2019,00:30,2018/2019,Play Offs,Milwaukee Bucks,Toronto Raptors,99,105,A,U,6,204,,,,32,22,H,1.29,3.12,1.34,3.6,1.33,3.4
Basket,22/05/2019,00:30,2018/2019,Play Offs,Toronto Raptors,Milwaukee Bucks,120,102,H,O,18,222,,,,32,31,H,2.02,1.68,2.2,1.75,2.2,1.71
Basket,21/05/2019,01:00,2018/2019,Play Offs,Portland Trail Blazers,Golden State Warriors,117,119,A,O,2,236,OT,111,111,35,36,A,2.19,1.53,2.31,1.69,2.4,1.62
Basket,19/05/2019,23:00,2018/2019,Play Offs,Toronto Raptors,Milwaukee Bucks,118,112,H,O,6,230,OT,96,96,30,21,H,1.65,2.09,1.7,2.29,1.68,2.25
Basket,19/05/2019,01:00,2018/2019,Play Offs,Portland Trail Blazers,Golden State Warriors,99,110,A,U,11,209,,,,29,27,H,1.62,1.98,1.75,2.2,1.74,2.15
Basket,18/05/2019,00:30,2018/2019,Play Offs,Milwaukee Bucks,Toronto Raptors,125,103,H,O,22,228,,,,35,21,H,1.29,3.16,1.36,3.44,1.36,3.25
Basket,17/05/2019,01:00,2018/2019,Play Offs,Golden State Warriors,Portland Trail Blazers,114,111,H,O,3,225,,,,29,31,A,1.3,3.98,1.3,3.95,1.27,3.8
Basket,16/05/2019,00:30,2018/2019,Play Offs,Milwaukee Bucks,Toronto Raptors,108,100,H,U,8,208,,,,23,34,A,1.38,3.06,1.41,3.19,1.38,3.15
Basket,15/05/2019,01:00,2018/2019,Play Offs,Golden State Warriors,Portland Trail Blazers,116,94,H,U,22,210,,,,27,23,H,1.28,3.78,1.29,4,1.28,3.75
Basket,12/05/2019,23:00,2018/2019,Play Offs,Toronto Raptors,Philadelphia 76ers,92,90,H,U,2,182,,,,18,13,H,1.34,2.95,1.38,3.31,1.38,3.15
Basket,12/05/2019,19:30,2018/2019,Play Offs,Denver Nuggets,Portland Trail Blazers,96,100,A,U,4,196,,,,29,17,H,1.36,2.66,1.44,3.01,1.44,2.85
Basket,11/05/2019,01:00,2018/2019,Play Offs,Houston Rockets,Golden State Warriors,113,118,A,O,5,231,,,,28,27,H,1.36,3.54,1.41,3.15,1.45,2.8
Basket,10/05/2019,02:30,2018/2019,Play Offs,Portland Trail Blazers,Denver Nuggets,119,108,H,O,11,227,,,,26,34,A,1.59,2.56,1.58,2.54,1.6,2.45
Basket,10/05/2019,00:00,2018/2019,Play Offs,Philadelphia 76ers,Toronto Raptors,112,101,H,U,11,213,,,,29,21,H,1.95,1.69,2.06,1.85,1.95,1.86
Basket,09/05/2019,02:30,2018/2019,Play Offs,Golden State Warriors,Houston Rockets,104,99,H,U,5,203,,,,31,17,H,1.34,2.76,1.42,3.14,1.4,3.05
Basket,09/05/2019,00:00,2018/2019,Play Offs,Milwaukee Bucks,Boston Celtics,116,91,H,U,25,207,,,,22,19,H,1.22,5,1.23,4.73,1.22,4.5
Basket,08/05/2019,02:30,2018/2019,Play Offs,Denver Nuggets,Portland Trail Blazers,124,98,H,O,26,222,,,,31,25,H,1.43,2.4,1.54,2.66,1.52,2.67
Basket,08/05/2019,00:00,2018/2019,Play Offs,Toronto Raptors,Philadelphia 76ers,125,89,H,U,36,214,,,,27,26,H,1.34,2.78,1.39,3.27,1.38,3.15
Basket,07/05/2019,01:30,2018/2019,Play Offs,Houston Rockets,Golden State Warriors,112,108,H,O,4,220,,,,25,28,A,1.69,2.02,1.8,2.13,1.74,2.15
Basket,06/05/2019,23:00,2018/2019,Play Offs,Boston Celtics,Milwaukee Bucks,101,113,A,U,12,214,,,,30,22,H,1.75,1.89,1.86,2.05,1.83,2
Basket,05/05/2019,23:00,2018/2019,Play Offs,Portland Trail Blazers,Denver Nuggets,112,116,A,O,4,228,,,,33,29,H,1.64,2.45,1.62,2.46,1.52,2.67
Basket,05/05/2019,19:30,2018/2019,Play Offs,Philadelphia 76ers,Toronto Raptors,96,101,A,U,5,197,,,,21,24,A,2.11,1.83,2.1,1.83,1.95,1.86
Basket,05/05/2019,00:30,2018/2019,Play Offs,Houston Rockets,Golden State Warriors,126,121,H,O,5,247,OT,112,112,25,26,A,1.47,2.3,1.58,2.55,1.66,2.3
Basket,04/05/2019,02:30,2018/2019,Play Offs,Portland Trail Blazers,Denver Nuggets,140,137,H,O,3,277,OT,102,102,23,17,H,1.48,2.53,1.56,2.59,1.52,2.67
Basket,04/05/2019,00:00,2018/2019,Play Offs,Boston Celtics,Milwaukee Bucks,116,123,A,O,7,239,,,,30,25,H,1.71,2,1.83,2.09,1.8,2.05
Basket,03/05/2019,00:00,2018/2019,Play Offs,Philadelphia 76ers,Toronto Raptors,116,95,H,U,21,211,,,,32,29,H,1.76,1.85,1.88,2.02,1.83,2
Basket,02/05/2019,01:00,2018/2019,Play Offs,Denver Nuggets,Portland Trail Blazers,90,97,A,U,7,187,,,,23,28,A,1.52,2.22,1.63,2.44,1.58,2.5
Basket,01/05/2019,02:30,2018/2019,Play Offs,Golden State Warriors,Houston Rockets,115,109,H,O,6,224,,,,29,20,H,1.38,2.73,1.43,3.09,1.42,2.95
Basket,01/05/2019,00:00,2018/2019,Play Offs,Milwaukee Bucks,Boston Celtics,123,102,H,O,21,225,,,,25,30,A,1.28,3.2,1.35,3.52,1.31,3.55
Basket,30/04/2019,02:30,2018/2019,Play Offs,Denver Nuggets,Portland Trail Blazers,121,113,H,O,8,234,,,,32,32,D,1.51,2.21,1.63,2.43,1.6,2.45
Basket,30/04/2019,00:00,2018/2019,Play Offs,Toronto Raptors,Philadelphia 76ers,89,94,A,U,5,183,,,,17,26,A,1.31,2.89,1.38,3.31,1.38,3.15
Basket,28/04/2019,19:30,2018/2019,Play Offs,Golden State Warriors,Houston Rockets,104,100,H,U,4,204,,,,28,19,H,1.41,3.22,1.41,3.19,1.36,3.25
Basket,28/04/2019,17:00,2018/2019,Play Offs,Milwaukee Bucks,Boston Celtics,90,112,A,U,22,202,,,,17,26,A,1.23,3.3,1.31,3.85,1.29,3.7
Basket,28/04/2019,02:00,2018/2019,Play Offs,Denver Nuggets,San Antonio Spurs,90,86,H,U,4,176,,,,23,13,H,1.35,3.06,1.42,3.12,1.4,3.05
Basket,27/04/2019,23:30,2018/2019,Play Offs,Toronto Raptors,Philadelphia 76ers,108,95,H,U,13,203,,,,39,31,H,1.34,2.89,1.42,3.11,1.42,2.95
Basket,27/04/2019,02:00,2018/2019,Play Offs,Los Angeles Clippers,Golden State Warriors,110,129,A,O,19,239,,,,31,35,A,5.1,1.21,5.04,1.21,5.25,1.18
Basket,26/04/2019,00:00,2018/2019,Play Offs,San Antonio Spurs,Denver Nuggets,120,103,H,O,17,223,,,,34,24,H,1.67,2.03,1.73,2.24,1.71,2.2
Basket,25/04/2019,02:30,2018/2019,Play Offs,Golden State Warriors,Los Angeles Clippers,121,129,A,O,8,250,,,,41,37,H,1.08,10.8,1.08,10.16,1.07,9.5
Basket,25/04/2019,00:00,2018/2019,Play Offs,Houston Rockets,Utah Jazz,100,93,H,U,7,193,,,,20,20,D,1.25,3.54,1.25,4.4,1.26,4
Basket,24/04/2019,02:30,2018/2019,Play Offs,Portland Trail Blazers,Oklahoma City Thunder,118,115,H,O,3,233,,,,29,37,A,1.58,2.28,1.68,2.33,1.64,2.35
Basket,24/04/2019,01:30,2018/2019,Play Offs,Denver Nuggets,San Antonio Spurs,108,90,H,U,18,198,,,,26,19,H,1.34,2.86,1.43,3.05,1.43,2.9
Basket,24/04/2019,00:00,2018/2019,Play Offs,Philadelphia 76ers,Brooklyn Nets,122,100,H,O,22,222,,,,32,15,H,1.26,3.44,1.31,3.81,1.3,3.65
Basket,23/04/2019,23:00,2018/2019,Play Offs,Toronto Raptors,Orlando Magic,115,96,H,U,19,211,,,,35,19,H,1.07,5.2,1.13,7.04,1.11,6.75
Basket,23/04/2019,02:30,2018/2019,Play Offs,Utah Jazz,Houston Rockets,107,91,H,U,16,198,,,,32,24,H,2.2,1.78,2.14,1.79,2.1,1.76
Basket,23/04/2019,00:00,2018/2019,Play Offs,Detroit Pistons,Milwaukee Bucks,104,127,A,O,23,231,,,,28,26,H,5.5,1.07,7.71,1.12,7.25,1.1
Basket,22/04/2019,01:30,2018/2019,Play Offs,Oklahoma City Thunder,Portland Trail Blazers,98,111,A,U,13,209,,,,24,26,A,1.36,2.78,1.42,3.11,1.4,3.1
Basket,21/04/2019,23:00,2018/2019,Play Offs,Orlando Magic,Toronto Raptors,85,107,A,U,22,192,,,,26,28,A,2.65,1.41,2.95,1.46,2.85,1.44
Basket,21/04/2019,19:30,2018/2019,Play Offs,Los Angeles Clippers,Golden State Warriors,105,113,A,O,8,218,,,,22,32,A,3.94,1.19,4.5,1.25,4.5,1.22
Basket,21/04/2019,17:00,2018/2019,Play Offs,Indiana Pacers,Boston Celtics,106,110,A,O,4,216,,,,23,21,H,2.2,1.77,2.14,1.79,2.15,1.74
Basket,21/04/2019,02:30,2018/2019,Play Offs,Utah Jazz,Houston Rockets,101,104,A,U,3,205,,,,30,28,H,1.55,2.11,1.68,2.33,1.66,2.3
Basket,21/04/2019,00:00,2018/2019,Play Offs,Detroit Pistons,Milwaukee Bucks,103,119,A,O,16,222,,,,24,32,A,3.72,1.22,4.05,1.29,4.1,1.25
Basket,20/04/2019,21:30,2018/2019,Play Offs,San Antonio Spurs,Denver Nuggets,103,117,A,O,14,220,,,,34,22,H,1.55,2.21,1.63,2.43,1.58,2.5
Basket,20/04/2019,19:00,2018/2019,Play Offs,Brooklyn Nets,Philadelphia 76ers,108,112,A,O,4,220,,,,33,24,H,2.01,1.64,2.22,1.74,2.2,1.71
Basket,20/04/2019,01:30,2018/2019,Play Offs,Oklahoma City Thunder,Portland Trail Blazers,120,108,H,O,12,228,,,,21,22,A,1.33,3.75,1.33,3.7,1.31,3.55
Basket,20/04/2019,00:30,2018/2019,Play Offs,Indiana Pacers,Boston Celtics,96,104,A,U,8,200,,,,28,41,A,1.58,2.13,1.68,2.33,1.68,2.25
Basket,19/04/2019,23:00,2018/2019,Play Offs,Orlando Magic,Toronto Raptors,93,98,A,U,5,191,,,,21,26,A,2.32,1.45,2.54,1.58,2.5,1.58
Basket,19/04/2019,02:30,2018/2019,Play Offs,Los Angeles Clippers,Golden State Warriors,105,132,A,O,27,237,,,,24,41,A,3.78,1.33,3.73,1.32,3.75,1.28
Basket,19/04/2019,01:00,2018/2019,Play Offs,San Antonio Spurs,Denver Nuggets,118,108,H,O,10,226,,,,31,22,H,1.6,2.15,1.67,2.35,1.76,2.1
Basket,19/04/2019,00:00,2018/2019,Play Offs,Brooklyn Nets,Philadelphia 76ers,115,131,A,O,16,246,,,,24,32,A,2.16,1.68,2.27,1.71,2.2,1.71
Basket,18/04/2019,01:30,2018/2019,Play Offs,Houston Rockets,Utah Jazz,118,98,H,O,20,216,,,,39,19,H,1.31,2.83,1.39,3.27,1.38,3.15
Basket,18/04/2019,00:00,2018/2019,Play Offs,Milwaukee Bucks,Detroit Pistons,120,99,H,O,21,219,,,,38,27,H,1.06,13,1.06,12.51,1.06,10.5
Basket,17/04/2019,23:00,2018/2019,Play Offs,Boston Celtics,Indiana Pacers,99,91,H,U,8,190,,,,29,33,A,1.25,3.14,1.34,3.59,1.29,3.7
Basket,17/04/2019,02:30,2018/2019,Play Offs,Portland Trail Blazers,Oklahoma City Thunder,114,94,H,U,20,208,,,,26,31,A,1.67,2.05,1.78,2.17,1.71,2.2
Basket,17/04/2019,01:00,2018/2019,Play Offs,Denver Nuggets,San Antonio Spurs,114,105,H,O,9,219,,,,21,26,A,1.36,2.85,1.42,3.14,1.4,3.05
Basket,17/04/2019,00:00,2018/2019,Play Offs,Toronto Raptors,Orlando Magic,111,82,H,U,29,193,,,,26,18,H,1.22,5.1,1.21,5,1.2,4.75
Basket,16/04/2019,02:30,2018/2019,Play Offs,Golden State Warriors,Los Angeles Clippers,131,135,A,O,4,266,,,,33,25,H,1.08,10.6,1.08,10.16,1.06,10.5
Basket,16/04/2019,00:00,2018/2019,Play Offs,Philadelphia 76ers,Brooklyn Nets,145,123,H,O,22,268,,,,34,28,H,1.3,3.98,1.31,3.81,1.31,3.6
Basket,15/04/2019,01:30,2018/2019,Play Offs,Houston Rockets,Utah Jazz,122,90,H,U,32,212,,,,31,24,H,1.35,2.76,1.41,3.19,1.38,3.15
Basket,14/04/2019,23:00,2018/2019,Play Offs,Milwaukee Bucks,Detroit Pistons,121,86,H,U,35,207,,,,38,18,H,1.11,8.6,1.11,8.36,1.1,7.5
Basket,14/04/2019,19:30,2018/2019,Play Offs,Portland Trail Blazers,Oklahoma City Thunder,104,99,H,U,5,203,,,,39,25,H,1.59,2.22,1.68,2.33,1.66,2.3
Basket,14/04/2019,17:00,2018/2019,Play Offs,Boston Celtics,Indiana Pacers,84,74,H,U,10,158,,,,20,20,D,1.27,3.1,1.36,3.44,1.32,3.45
Basket,14/04/2019,02:30,2018/2019,Play Offs,Denver Nuggets,San Antonio Spurs,96,101,A,U,5,197,,,,20,25,A,1.38,2.62,1.48,2.86,1.44,2.85
Basket,14/04/2019,00:00,2018/2019,Play Offs,Golden State Warriors,Los Angeles Clippers,121,104,H,O,17,225,,,,36,27,H,1.11,8.6,1.11,8.36,1.09,8
Basket,13/04/2019,21:00,2018/2019,Play Offs,Toronto Raptors,Orlando Magic,101,104,A,U,3,205,,,,30,25,H,1.22,1.33,1.27,4.26,1.25,4.2
Basket,13/04/2019,18:30,2018/2019,Play Offs,Philadelphia 76ers,Brooklyn Nets,102,111,A,U,9,213,,,,22,31,A,1.28,3.3,1.44,3.01,1.28,3.75
Basket,11/04/2019,02:30,2018/2019,Regular,Denver Nuggets,Minnesota Timberwolves,99,95,H,U,4,194,,,,22,21,H,1.15,7,1.14,6.83,1.23,4.25
Basket,11/04/2019,02:30,2018/2019,Regular,Los Angeles Clippers,Utah Jazz,143,137,H,O,6,280,OT,126,126,39,26,H,1.44,3.08,1.43,3.06,1.35,3.3
Basket,11/04/2019,02:30,2018/2019,Regular,Portland Trail Blazers,Sacramento Kings,136,131,H,O,5,267,,,,30,39,A,1.27,4.25,1.27,4.21,1.26,4
Basket,11/04/2019,00:00,2018/2019,Regular,Atlanta Hawks,Indiana Pacers,134,135,A,O,1,269,,,,28,35,A,1.88,2.05,1.87,2.04,2.05,1.8
Basket,11/04/2019,00:00,2018/2019,Regular,Brooklyn Nets,Miami Heat,113,94,H,U,19,207,,,,32,23,H,1.46,2.98,1.44,3.01,1.41,3
Basket,11/04/2019,00:00,2018/2019,Regular,Charlotte Hornets,Orlando Magic,114,122,A,O,8,236,,,,25,30,A,1.56,2.67,1.58,2.56,1.83,2
Basket,11/04/2019,00:00,2018/2019,Regular,Memphis Grizzlies,Golden State Warriors,132,117,H,O,15,249,,,,45,41,H,2.35,1.46,2.65,1.55,3.6,1.31
Basket,11/04/2019,00:00,2018/2019,Regular,Milwaukee Bucks,Oklahoma City Thunder,116,127,A,O,11,243,,,,31,29,H,2.37,1.5,2.5,1.6,2.7,1.5
Basket,11/04/2019,00:00,2018/2019,Regular,New York Knicks,Detroit Pistons,89,115,A,U,26,204,,,,22,36,A,4.75,1.24,4.73,1.23,5,1.19
Basket,11/04/2019,00:00,2018/2019,Regular,Philadelphia 76ers,Chicago Bulls,125,109,H,O,16,234,,,,32,20,H,1.29,4.1,1.29,4.06,1.22,4.5
Basket,11/04/2019,00:00,2018/2019,Regular,San Antonio Spurs,Dallas Mavericks,105,94,H,U,11,199,,,,30,16,H,1.08,10.5,1.08,10.16,1.07,9
Basket,10/04/2019,02:30,2018/2019,Regular,Los Angeles Lakers,Portland Trail Blazers,101,104,A,U,3,205,,,,25,26,A,5,1.23,4.58,1.24,4.5,1.22
Basket,10/04/2019,01:30,2018/2019,Regular,Oklahoma City Thunder,Houston Rockets,112,111,H,O,1,223,,,,26,32,A,2.12,1.71,2.12,1.81,1.83,2
Basket,10/04/2019,01:00,2018/2019,Regular,Utah Jazz,Denver Nuggets,118,108,H,O,10,226,,,,27,21,H,1.62,2.02,1.74,2.22,1.8,2.05
Basket,10/04/2019,00:30,2018/2019,Regular,Dallas Mavericks,Phoenix Suns,120,109,H,O,11,229,,,,33,18,H,1.24,3.34,1.34,3.59,1.32,3.5
Basket,10/04/2019,00:00,2018/2019,Regular,Chicago Bulls,New York Knicks,86,96,A,U,10,182,,,,24,39,A,1.7,1.99,1.86,2.05,1.8,2.05
Basket,10/04/2019,00:00,2018/2019,Regular,Minnesota Timberwolves,Toronto Raptors,100,120,A,O,20,220,,,,28,26,H,2.93,1.32,3.22,1.4,3.15,1.38
Basket,10/04/2019,00:00,2018/2019,Regular,New Orleans Pelicans,Golden State Warriors,103,112,A,U,9,215,,,,19,18,H,3.82,1.21,4.68,1.23,3.5,1.32
Basket,09/04/2019,23:30,2018/2019,Regular,Miami Heat,Philadelphia 76ers,122,99,H,O,23,221,,,,34,20,H,1.5,2.36,1.56,2.62,1.57,2.55
Basket,09/04/2019,23:00,2018/2019,Regular,Cleveland Cavaliers,Charlotte Hornets,97,124,A,O,27,221,,,,31,33,A,3.22,1.24,3.4,1.37,3.3,1.35
Basket,09/04/2019,23:00,2018/2019,Regular,Detroit Pistons,Memphis Grizzlies,100,93,H,U,7,193,,,,20,32,A,1.13,4.4,1.18,5.65,1.19,5
Basket,09/04/2019,23:00,2018/2019,Regular,Washington Wizards,Boston Celtics,110,116,A,O,6,226,,,,39,25,H,1.42,2,1.5,2.8,1.47,2.75
Basket,08/04/2019,01:30,2018/2019,Regular,Los Angeles Lakers,Utah Jazz,113,109,H,O,4,222,,,,34,27,H,7.6,1.13,7.46,1.12,5.5,1.16
Basket,08/04/2019,01:00,2018/2019,Regular,Portland Trail Blazers,Denver Nuggets,115,108,H,O,7,223,,,,29,25,H,1.27,3.3,1.74,2.22,1.71,2.2
Basket,08/04/2019,01:00,2018/2019,Regular,Sacramento Kings,New Orleans Pelicans,129,133,A,O,4,262,,,,39,32,H,1.15,4.6,1.2,5.2,1.22,4.5
Basket,08/04/2019,00:30,2018/2019,Regular,Golden State Warriors,Los Angeles Clippers,131,104,H,O,27,235,,,,32,28,H,1.14,7.2,1.13,7.06,1.1,7.5
Basket,07/04/2019,23:30,2018/2019,Regular,Boston Celtics,Orlando Magic,108,116,A,O,8,224,,,,27,27,D,1.41,2.65,1.47,2.93,1.47,2.75
Basket,07/04/2019,23:30,2018/2019,Regular,New York Knicks,Washington Wizards,113,110,H,O,3,223,,,,29,23,H,2.31,1.5,2.59,1.56,2.5,1.58
Basket,07/04/2019,23:00,2018/2019,Regular,Houston Rockets,Phoenix Suns,149,113,H,O,36,262,,,,34,24,H,1.03,21,1.03,20.5,1.04,13.5
Basket,07/04/2019,23:00,2018/2019,Regular,Milwaukee Bucks,Atlanta Hawks,115,107,H,O,8,222,,,,28,21,H,1.18,5.8,1.18,5.68,1.11,7
Basket,07/04/2019,22:00,2018/2019,Regular,Memphis Grizzlies,Dallas Mavericks,127,129,A,O,2,256,OT,112,112,26,24,H,1.8,2.16,1.8,2.13,1.76,2.1
Basket,07/04/2019,21:00,2018/2019,Regular,Indiana Pacers,Brooklyn Nets,96,108,A,U,12,204,,,,25,31,A,1.56,2.15,1.58,2.54,1.55,2.6
Basket,07/04/2019,20:00,2018/2019,Regular,Detroit Pistons,Charlotte Hornets,91,104,A,U,13,195,,,,27,32,A,1.41,3.26,1.4,3.22,1.38,3.15
Basket,07/04/2019,19:30,2018/2019,Regular,Minnesota Timberwolves,Oklahoma City Thunder,126,132,A,O,6,258,,,,31,38,A,2.95,1.32,3.06,1.43,3.05,1.4
Basket,07/04/2019,19:00,2018/2019,Regular,Cleveland Cavaliers,San Antonio Spurs,90,112,A,U,22,202,,,,24,24,D,4.35,1.27,4.11,1.28,4.25,1.23
Basket,07/04/2019,16:00,2018/2019,Regular,Toronto Raptors,Miami Heat,117,109,H,O,8,226,OT,103,103,25,26,A,1.37,2.9,1.43,3.1,1.34,3.35
Basket,07/04/2019,00:00,2018/2019,Regular,Chicago Bulls,Philadelphia 76ers,96,116,A,U,20,212,,,,20,24,A,3.74,1.2,4.33,1.26,5,1.19
Basket,06/04/2019,21:00,2018/2019,Regular,Milwaukee Bucks,Brooklyn Nets,128,133,A,O,5,261,,,,26,34,A,1.32,2.94,1.4,3.22,1.23,4.25
Basket,06/04/2019,02:30,2018/2019,Regular,Denver Nuggets,Portland Trail Blazers,119,110,H,O,9,229,,,,22,29,A,1.36,2.92,1.41,3.15,1.41,3
Basket,06/04/2019,02:30,2018/2019,Regular,Golden State Warriors,Cleveland Cavaliers,120,114,H,O,6,234,,,,36,26,H,1.01,8.8,1.05,13.62,1.04,13.5
Basket,06/04/2019,02:30,2018/2019,Regular,Los Angeles Clippers,Los Angeles Lakers,117,122,A,O,5,239,,,,30,35,A,1.16,6.5,1.16,6.24,1.19,5
Basket,06/04/2019,02:00,2018/2019,Regular,Phoenix Suns,New Orleans Pelicans,133,126,H,O,7,259,OT,117,117,31,38,A,2.01,1.68,2.14,1.79,2,1.83
Basket,06/04/2019,01:00,2018/2019,Regular,Utah Jazz,Sacramento Kings,119,98,H,O,21,217,,,,35,20,H,1.16,4.35,1.2,5.16,1.18,5.25
Basket,06/04/2019,00:30,2018/2019,Regular,Dallas Mavericks,Memphis Grizzlies,112,122,A,O,10,234,,,,30,31,A,1.45,2.45,1.54,2.66,1.52,2.67
Basket,06/04/2019,00:00,2018/2019,Regular,Houston Rockets,New York Knicks,120,96,H,O,24,216,,,,32,16,H,1.01,9.4,1.04,16.28,1.03,15.5
Basket,06/04/2019,00:00,2018/2019,Regular,Indiana Pacers,Boston Celtics,97,117,A,U,20,214,,,,27,24,H,1.77,1.96,2.04,1.87,2,1.83
Basket,06/04/2019,00:00,2018/2019,Regular,Minnesota Timberwolves,Miami Heat,111,109,H,O,2,220,,,,36,35,H,2.07,1.63,2.14,1.79,2.15,1.74
Basket,06/04/2019,00:00,2018/2019,Regular,Oklahoma City Thunder,Detroit Pistons,123,110,H,O,13,233,,,,30,34,A,1.29,4.05,1.26,4.34,1.15,5.75
Basket,05/04/2019,23:00,2018/2019,Regular,Charlotte Hornets,Toronto Raptors,113,111,H,O,2,224,,,,33,34,A,2.7,1.38,2.77,1.51,2.85,1.44
Basket,05/04/2019,23:00,2018/2019,Regular,Orlando Magic,Atlanta Hawks,149,113,H,O,36,262,,,,42,18,H,1.23,3.46,1.3,3.92,1.28,3.75
Basket,05/04/2019,23:00,2018/2019,Regular,Washington Wizards,San Antonio Spurs,112,129,A,O,17,241,,,,32,37,A,2.81,1.32,3.09,1.43,3,1.41
Basket,05/04/2019,02:30,2018/2019,Regular,Los Angeles Lakers,Golden State Warriors,90,108,A,U,18,198,,,,12,39,A,9.2,1.07,8.98,1.1,8,1.09
Basket,05/04/2019,02:00,2018/2019,Regular,Sacramento Kings,Cleveland Cavaliers,117,104,H,O,13,221,,,,29,22,H,1.18,4.1,1.24,4.64,1.22,4.5
Basket,05/04/2019,00:00,2018/2019,Regular,Philadelphia 76ers,Milwaukee Bucks,122,128,A,O,6,250,,,,26,30,A,2.65,1.56,2.83,1.49,2.2,1.71
Basket,04/04/2019,02:30,2018/2019,Regular,Los Angeles Clippers,Houston Rockets,103,135,A,O,32,238,,,,26,39,A,1.94,1.78,1.87,2.04,1.83,2
Basket,04/04/2019,02:00,2018/2019,Regular,Phoenix Suns,Utah Jazz,97,118,A,U,21,215,,,,31,25,H,5.9,1.18,5.8,1.17,5,1.19
Basket,04/04/2019,02:00,2018/2019,Regular,Portland Trail Blazers,Memphis Grizzlies,116,89,H,U,27,205,,,,28,30,A,1.14,4.75,1.16,6.17,1.15,5.75
Basket,04/04/2019,01:00,2018/2019,Regular,Denver Nuggets,San Antonio Spurs,113,85,H,U,28,198,,,,28,24,H,1.55,2.68,1.54,2.66,1.54,2.65
Basket,04/04/2019,00:30,2018/2019,Regular,Dallas Mavericks,Minnesota Timberwolves,108,110,A,O,2,218,,,,27,32,A,1.74,1.92,1.85,2.07,1.95,1.86
Basket,04/04/2019,00:00,2018/2019,Regular,New Orleans Pelicans,Charlotte Hornets,109,115,A,O,6,224,,,,21,24,A,2.23,1.53,2.45,1.62,2.3,1.66
Basket,03/04/2019,23:30,2018/2019,Regular,Atlanta Hawks,Philadelphia 76ers,130,122,H,O,8,252,,,,42,38,H,2.39,1.5,2.54,1.58,3,1.41
Basket,03/04/2019,23:30,2018/2019,Regular,Brooklyn Nets,Toronto Raptors,105,115,A,O,10,220,,,,22,34,A,2,1.72,2,1.9,2.1,1.76
Basket,03/04/2019,23:30,2018/2019,Regular,Miami Heat,Boston Celtics,102,112,A,U,10,214,,,,31,29,H,1.96,1.96,2,1.91,2.2,1.71
Basket,03/04/2019,23:00,2018/2019,Regular,Detroit Pistons,Indiana Pacers,89,108,A,U,19,197,,,,15,18,A,1.65,2.44,1.64,2.42,1.76,2.1
Basket,03/04/2019,23:00,2018/2019,Regular,Orlando Magic,New York Knicks,114,100,H,U,14,214,,,,26,26,D,1.05,5.9,1.11,8.36,1.1,7.5
Basket,03/04/2019,23:00,2018/2019,Regular,Washington Wizards,Chicago Bulls,114,115,A,O,1,229,,,,28,26,H,1.11,5.3,1.16,6.28,1.14,6
Basket,03/04/2019,02:30,2018/2019,Regular,Golden State Warriors,Denver Nuggets,116,102,H,O,14,218,,,,30,24,H,1.22,3.46,1.26,4.3,1.27,3.8
Basket,03/04/2019,02:00,2018/2019,Regular,Sacramento Kings,Houston Rockets,105,130,A,O,25,235,,,,23,33,A,2.57,1.41,2.86,1.48,2.8,1.45
Basket,03/04/2019,00:30,2018/2019,Regular,San Antonio Spurs,Atlanta Hawks,117,111,H,O,6,228,,,,33,31,H,1.14,4.65,1.18,5.74,1.16,5.5
Basket,03/04/2019,00:00,2018/2019,Regular,Oklahoma City Thunder,Los Angeles Lakers,119,103,H,O,16,222,,,,34,28,H,1.08,6.3,1.11,8.33,1.12,6.5
Basket,02/04/2019,02:00,2018/2019,Regular,Phoenix Suns,Cleveland Cavaliers,122,113,H,O,9,235,,,,31,23,H,1.69,2.04,1.81,2.11,1.66,2.3
Basket,02/04/2019,01:00,2018/2019,Regular,Utah Jazz,Charlotte Hornets,111,102,H,U,9,213,,,,26,23,H,1.13,7.3,1.13,7.04,1.13,6.25
Basket,02/04/2019,00:30,2018/2019,Regular,Dallas Mavericks,Philadelphia 76ers,122,102,H,O,20,224,,,,27,32,A,3.02,1.31,3.39,1.37,3.5,1.32
Basket,02/04/2019,00:00,2018/2019,Regular,Minnesota Timberwolves,Portland Trail Blazers,122,132,A,O,10,254,,,,23,38,A,2.39,1.53,2.48,1.61,2.45,1.6
Basket,01/04/2019,23:30,2018/2019,Regular,Boston Celtics,Miami Heat,110,105,H,U,5,215,,,,36,17,H,1.3,2.96,1.36,3.44,1.32,3.5
Basket,01/04/2019,23:30,2018/2019,Regular,Brooklyn Nets,Milwaukee Bucks,121,131,A,O,10,252,,,,20,35,A,2.03,1.61,2.25,1.72,2.5,1.58
Basket,01/04/2019,23:30,2018/2019,Regular,New York Knicks,Chicago Bulls,113,105,H,O,8,218,,,,37,19,H,1.53,2.2,1.68,2.33,1.66,2.3
